1999.12500 1999.13412 X 1999-02-14 15:00:00 1999-02-17 22:55:12
1999.13413 1999.14383 X 1999-02-17 23:00:00 1999-02-21 11:57:36
1999.16313 1999.16587 G 1999-02-28 13:00:00 1999-03-01 13:00:00
1999.16484 1999.17237 X 1999-03-01 04:00:00 1999-03-03 22:00:00
1999.17249 1999.18824 X 1999-03-03 23:00:00 1999-03-09 17:00:00
1999.17295 1999.17568 G 1999-03-04 03:00:00 1999-03-05 03:00:00
1999.19395 1999.20116 X 1999-03-11 19:00:00 1999-03-14 10:07:12
1999.19395 1999.20217 G 1999-03-11 19:00:00 1999-03-14 19:00:00
1999.20126 1999.21723 X 1999-03-14 11:00:00 1999-03-20 06:55:12
1999.22237 1999.23048 X 1999-03-22 04:00:00 1999-03-25 03:02:24
1999.23059 1999.23870 X 1999-03-25 04:00:00 1999-03-28 03:02:24
1999.24064 1999.24338 G 1999-03-28 20:00:00 1999-03-29 20:00:00
1999.24121 1999.25217 X 1999-03-29 01:00:00 1999-04-02 01:00:00
1999.25868 1999.26884 X 1999-04-04 10:00:00 1999-04-08 03:02:24
1999.25879 1999.26153 G 1999-04-04 11:00:00 1999-04-05 11:00:00
1999.27283 1999.27557 G 1999-04-09 14:00:00 1999-04-10 14:00:00
1999.27443 1999.28413 X 1999-04-10 04:00:00 1999-04-13 16:57:36
1999.29726 1999.31816 X 1999-04-18 12:00:00 1999-04-26 03:07:12
1999.31747 1999.32295 G 1999-04-25 21:00:00 1999-04-27 21:00:00
1999.32123 1999.32523 X 1999-04-27 06:00:00 1999-04-28 17:02:24
1999.32534 1999.34337 X 1999-04-28 18:00:00 1999-05-05 07:55:12
1999.32637 1999.33185 G 1999-04-29 03:00:00 1999-05-01 03:00:00
1999.34338 1999.35730 X 1999-05-05 08:00:00 1999-05-10 09:55:12
1999.36084 1999.36358 G 1999-05-11 17:00:00 1999-05-12 17:00:00
1999.36267 1999.37810 X 1999-05-12 09:00:00 1999-05-18 00:07:12
1999.37808 1999.37808 G 1999-05-18 00:00:00 1999-05-18 00:00:00
1999.37820 1999.39189 X 1999-05-18 01:00:00 1999-05-23 01:00:00
1999.39121 1999.39943 G 1999-05-22 19:00:00 1999-05-25 19:00:00
1999.39623 1999.40207 X 1999-05-24 15:00:00 1999-05-26 18:07:12
1999.41530 1999.43574 X 1999-05-31 14:00:00 1999-06-08 01:02:24
1999.43573 1999.43847 G 1999-06-08 01:00:00 1999-06-09 01:00:00
1999.43584 1999.45524 X 1999-06-08 02:00:00 1999-06-15 03:55:12
1999.45525 1999.47933 X 1999-06-15 04:00:00 1999-06-23 22:57:36
1999.48470 1999.49944 X 1999-06-25 22:00:00 1999-07-01 07:07:12
1999.50114 1999.51394 X 1999-07-01 22:00:00 1999-07-06 14:04:48
1999.51404 1999.52864 X 1999-07-06 15:00:00 1999-07-11 22:55:12
1999.53413 1999.55046 X 1999-07-13 23:00:00 1999-07-19 22:02:24
1999.55377 1999.55925 G 1999-07-21 03:00:00 1999-07-23 03:00:00
1999.55400 1999.57854 X 1999-07-21 05:00:00 1999-07-30 04:02:24
