192    2000-10-03T00:54   277.037      H4C  2000-10-03T01:02:00  2000-10-03T09:36:00  2000-10-05T03:34:00                 None
193    2000-10-05T03:34   279.149      H4C  2000-10-05T03:28:00  2000-10-05T19:11:00  2000-10-06T19:39:00                 None
194    2000-10-12T22:28   286.936      H4C  2000-10-12T22:33:00  2000-10-13T18:24:00  2000-10-14T19:12:00                 None
195    2000-10-28T09:27   302.394      H4C  2000-10-28T06:38:00  2000-10-28T23:18:00  2000-10-30T00:16:00                 None
196    2000-11-06T09:30   311.396      H4C  2000-11-06T09:30:00  2000-11-06T23:05:00  2000-11-07T18:05:00                 None
199    2000-11-10T06:20   315.264      H4C  2000-11-10T06:20:00  2000-11-10T11:02:00  2000-11-11T04:18:00                 None
200    2000-11-11T04:00   316.167      H4C                 None  2000-11-11T04:11:00  2000-11-11T23:59:00                 None
201    2000-11-26T11:43   331.488      H4C  2000-11-26T11:43:00  2000-11-27T09:30:00  2000-11-28T09:36:00                 None
203    2000-12-03T03:54   338.163      H4C                 None  2000-12-03T03:59:00  2000-12-05T03:06:00                 None
206    2001-01-23T10:48    23.450      H4C  2001-01-23T10:47:00  2001-01-24T08:38:00  2001-01-25T19:12:00                 None
208    2001-03-03T11:21    62.473      H4C                 None  2001-03-04T05:45:00  2001-03-05T23:04:00                 None
210    2001-03-19T11:33    78.482      H4C  2001-03-19T11:33:00  2001-03-19T19:55:00  2001-03-20T18:17:00                 None
211    2001-03-20T18:17    79.762      H4C                 None  2001-03-20T18:17:00  2001-03-22T00:00:00                 None
213    2001-03-27T01:59    86.082      H4C                 None  2001-03-27T01:59:00  2001-03-28T14:23:00                 None
218    2001-04-04T14:55    94.622      H4C  2001-04-04T14:39:00  2001-04-04T20:54:00  2001-04-05T08:22:00                 None
221    2001-04-12T08:45   102.365      H4C  2001-04-11T14:09:00  2001-04-11T22:48:00  2001-04-12T17:58:00                 None
222    2001-04-13T07:26   103.310      H4C  2001-04-13T07:26:00  2001-04-13T13:11:00  2001-04-14T01:39:00                 None
225    2001-04-21T15:29   111.645      H4C  2001-04-21T15:29:00  2001-04-22T00:28:00  2001-04-23T01:11:00                 None
226    2001-04-28T05:00   118.208      H4C  2001-04-28T05:00:00  2001-04-28T17:59:00  2001-05-02T04:48:00                 None
231    2001-05-27T14:59   147.624      H4C  2001-05-27T14:45:00  2001-05-28T07:12:00  2001-05-29T21:34:00                 None
234    2001-06-27T04:36   178.191      H4C                 None  2001-06-27T05:59:00  2001-06-29T02:23:00                 None
238    2001-08-05T12:28   217.519      H4C  2001-08-05T12:28:00  2001-08-06T06:43:00  2001-08-06T23:59:00                 None
241    2001-08-17T11:03   229.460      H4C  2001-08-17T11:01:00  2001-08-17T23:59:00  2001-08-18T19:12:00                 None
250    2001-09-25T20:16   268.844      H4C  2001-09-25T20:16:00  2001-09-26T10:04:00  2001-09-26T16:47:00                 None
251    2001-09-29T09:40   272.403      H4C  2001-09-29T09:28:00  2001-09-29T14:23:00  2001-09-30T19:14:00                 None
252    2001-09-30T19:14   273.801      H4C  2001-09-30T19:14:00  2001-09-30T22:33:00  2001-10-01T21:34:00                 None
258    2001-10-21T16:39   294.694      H4C  2001-10-21T16:39:00  2001-10-22T01:17:00  2001-10-23T00:47:00                 None
260    2001-10-28T03:19   301.141      H4C  2001-10-28T03:13:00  2001-10-29T16:19:00  2001-10-30T10:47:00                 None
261    2001-10-31T13:48   304.575      H4C  2001-10-31T13:46:00  2001-10-31T22:04:00  2001-11-02T04:47:00                 None
266    2001-11-24T05:51   328.243      H4C  2001-11-24T05:51:00  2001-11-24T15:47:00  2001-11-25T13:17:00                 None
